ASSESSMENT_DESCRIPTION,TRUNC(EXECUTION_DATE),TEST_DESCRIPTION,SCORE_DESCRIPTION,RESULT_DETAILS
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_410_12_WITH GRANT OPTION privileges,Fail,"Grantee : ODS , PRIVILEGE : SELECT
Grantee : ODS , PRIVILEGE : SELECT
Grantee : ODS , PRIVILEGE : SELECT
Grantee : ODS , PRIVILEGE : UPDATE
Grantee : ODS , PRIVILEGE : UPDATE
Grantee : ODS , PRIVILEGE : UPDATE
Grantee : ODS , PRIVILEGE : SELECT
Grantee : ODS , PRIVILEGE : UPDATE
Grantee : ODS , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grantee : OPERMART , PRIVILEGE : SELECT
Grant"
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_500_DB Links to test environments,Fail,OWNER: ETL DB_LINK : ODWHDEV  USERNAME : ETL  HOST : EXA2DB02-DEV.ODEABANK.COM.TR:1533/ODWHDEV
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_515_Default_1521_port,Fail,1521 Port is used
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_510_DBA role,Fail,"SRV_BEAMER
ETL"
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_530_Role grants for Developers and Analysts,Fail,"Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : CUSTOMERDB_DBO_CONTACTINDIVIDUALS Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : CUSTOMERDB_DBO_CUSTOMERINDIVIDUALS Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : KPS_DBO_TCKIMLIKNODANKISIBILGISISORGULA Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : SSOV3_DBO_USERS Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : HUMANIST_PERSONEL_VIEW Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : EXPERIAN_SCR_BKR_LOG_INPUT_APPFORM Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : EXPERIAN_SCR_CC_LOG_INPUT_APPFORM Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : INTER_COLLECTION_CRM_COLLECTION_CUSTOMER_HISTORY Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : INTER_COLLECTION_CRM_COLLECTION_CUSTOMER Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : OC_CRD_CRD_CARD Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : CUSTOMERDB_DBO_CUSTOMERFATCAINFO Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : OC_BIN_BIN_ONUS_LIST Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : OC_CST_CST_CUSTOMER Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : OC_POS_POS_TERMINAL Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : OC_MRC_MRC_MERCHANT_INFO Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : ODEA_AWDB_DBO_T_PERSON Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : CARDPAYMENT_DBT_CARD_GROUPS_TBL Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : CARDPAYMENT_DBT_DEBIT_CARD Privilige DELETE
Grantee : DEVELOPER_SUPERVISOR_ROLE Owner : ODS Table Name : EXPERIAN_SC"
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_001_Version,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_010_SQL92_SECURITY_True,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_020_UTL_FILE_DIR,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_050_OS_ROLES_False,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_060_REMOTE_OS_AUTHENT_False,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_070_REMOTE_OS_ROLES_False,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_080_RESOURCE_LIMIT_True,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_090__TRACE_FILES_PUBLIC_False,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_110_PASSWORD_VERIFY_FUNCTION,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_120_Only DBA Access To LINK$,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_130_12_No authorization to BECOME USER,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_140_12_No authorization to ALTER USER,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_160_12_No Access To Users Catalog Tables,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_170_12_No Access To EXPORT IMPORT Roles,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_180_12_No Access To Some SYS Tables,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_200_12_SEC_CASE_SENSITIVE_LOGON_True,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_210_SEC_MAX_FAILED_LOGIN_ATTEMPTS _Set_3,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_220_SEC_PROTOCOL_ERROR_FURTHER_ACTION _Set_Drop_3,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_230_SEC_PROTOCOL_ERROR_TRACE_ACTION _Set_LOG,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_240_12_Oracle default tablespace assignment,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_250_Default SID name,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_260_SEC_RETURN_SERVER_RELEASE_BANNER  Set FALSE,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_270_Default Accounts Password Changed,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_280_12_No Authorization To AUDIT SYSTEM Privilege,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_290_12_No Authorization To EXEMPT ACCESS POLICY Privilege,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_300_12_No Authorization to ALTER SYSTEM Privilege,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_310_12_No Authorization to CREATE ANY LIBRARY Privilege,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_320_12_No Authorization to GRANT ANY OBJECT PRIVILEGE,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_330_12_No Authorization to GRANT ANY ROLE,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_340_12_No Authorization to GRANT ANY PRIVILEGE,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_350_No Authorizations to the SCHEDULER$_CREDENTIAL Table,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_360_Check sys.user$mig Table Removed,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_370_12_Limit Roles Granted With ADMIN Option,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_380_12_Limit to Grant System Privileges With ADMIN Option,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_390_Limit External User Login Capability,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_400_Check Oracle Sample Users Removed,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_420_Oracle System privileges for Developers and Analysts,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_430_system privileges granted to PUBLIC ROLE,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_440_12_object privileges granted to PUBLIC role,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_450_Oracle audit table ownership,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_460_Minimum SYSDBA privilege assignment,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_470_AUDIT_SYS_OPERATIONS parameter,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_480_12_No Quota on SYSTEM and SYSAUX Tablespaces,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_490_PUBLIC DB Links,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_505_Personal user DB links,Pass,
--AA_ORACLE_ODWHPRD,4/12/2026,AA_Oracle_520_Oracle  Object privileges for Developers and Analysts,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_515_Default_1521_port,Fail,1521 Port is used
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_001_Version,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_010_SQL92_SECURITY_True,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_020_UTL_FILE_DIR,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_050_OS_ROLES_False,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_060_REMOTE_OS_AUTHENT_False,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_070_REMOTE_OS_ROLES_False,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_080_RESOURCE_LIMIT_True,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_090__TRACE_FILES_PUBLIC_False,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_110_PASSWORD_VERIFY_FUNCTION,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_120_Only DBA Access To LINK$,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_130_12_No authorization to BECOME USER,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_140_12_No authorization to ALTER USER,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_150_12_No Authorization To ANY Keyword Privileges,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_160_12_No Access To Users Catalog Tables,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_170_12_No Access To EXPORT IMPORT Roles,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_180_12_No Access To Some SYS Tables,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_190_12_No Access To Some SYS VIEWS,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_200_12_SEC_CASE_SENSITIVE_LOGON_True,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_210_SEC_MAX_FAILED_LOGIN_ATTEMPTS _Set_3,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_220_SEC_PROTOCOL_ERROR_FURTHER_ACTION _Set_Drop_3,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_230_SEC_PROTOCOL_ERROR_TRACE_ACTION _Set_LOG,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_240_12_Oracle default tablespace assignment,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_250_Default SID name,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_260_SEC_RETURN_SERVER_RELEASE_BANNER  Set FALSE,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_270_Default Accounts Password Changed,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_280_12_No Authorization To AUDIT SYSTEM Privilege,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_290_12_No Authorization To EXEMPT ACCESS POLICY Privilege,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_300_12_No Authorization to ALTER SYSTEM Privilege,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_310_12_No Authorization to CREATE ANY LIBRARY Privilege,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_320_12_No Authorization to GRANT ANY OBJECT PRIVILEGE,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_330_12_No Authorization to GRANT ANY ROLE,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_340_12_No Authorization to GRANT ANY PRIVILEGE,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_350_No Authorizations to the SCHEDULER$_CREDENTIAL Table,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_360_Check sys.user$mig Table Removed,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_370_12_Limit Roles Granted With ADMIN Option,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_380_12_Limit to Grant System Privileges With ADMIN Option,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_390_Limit External User Login Capability,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_400_Check Oracle Sample Users Removed,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_410_12_WITH GRANT OPTION privileges,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_420_Oracle System privileges for Developers and Analysts,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_430_system privileges granted to PUBLIC ROLE,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_440_12_object privileges granted to PUBLIC role,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_450_Oracle audit table ownership,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_460_Minimum SYSDBA privilege assignment,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_470_AUDIT_SYS_OPERATIONS parameter,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_480_12_No Quota on SYSTEM and SYSAUX Tablespaces,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_490_PUBLIC DB Links,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_505_Personal user DB links,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_500_DB Links to test environments,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_510_DBA role,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_520_Oracle  Object privileges for Developers and Analysts,Pass,
--AA_ORACLE_ODIPRD,4/12/2026,AA_Oracle_530_Role grants for Developers and Analysts,Pass,
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_130_12_No authorization to BECOME USER,Fail,"Grantee : DBMAINTENANCE, Privilege : BECOME USER
Grantee : CORDIS_DBA, Privilege : BECOME USER"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_140_12_No authorization to ALTER USER,Fail,"Grantee : DBMAINTENANCE, Privilege : ALTER USER
Grantee : CORDIS_DBA, Privilege : ALTER USER
Grantee : DBMAIN, Privilege : ALTER USER"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_150_12_No Authorization To ANY Keyword Privileges,Fail,"Grantee : SRV_BIGDATA, Privilege : SELECT ANY TABLE
Grantee : OC_TXN, Privilege : SELECT ANY TABLE
Grantee : OC_TXN, Privilege : INSERT ANY TABLE
Grantee : OC_TXN, Privilege : DELETE ANY TABLE
Grantee : OC_TXN, Privilege : SELECT ANY SEQUENCE
Grantee : OC_TXN, Privilege : EXECUTE ANY TYPE
Grantee : OC_TXN, Privilege : EXECUTE ANY PROCEDURE
Grantee : OC_TXN, Privilege : UPDATE ANY TABLE
Grantee : OC_MON, Privilege : SELECT ANY DICTIONARY
Grantee : OC_MON, Privilege : EXECUTE ANY PROCEDURE
Grantee : OC_MON, Privilege : INSERT ANY TABLE
Grantee : OC_MON, Privilege : SELECT ANY SEQUENCE
Grantee : OC_MON, Privilege : DELETE ANY TABLE
Grantee : OC_MON, Privilege : EXECUTE ANY TYPE
Grantee : OC_MON, Privilege : SELECT ANY TABLE
Grantee : OC_MON, Privilege : UPDATE ANY TABLE
Grantee : SRV_SQLGUARD, Privilege : SELECT ANY TABLE
Grantee : OC_ADM, Privilege : EXECUTE ANY PROCEDURE
Grantee : OC_ADM, Privilege : DROP ANY TABLE
Grantee : OC_ADM, Privilege : EXECUTE ANY TYPE
Grantee : OC_ADM, Privilege : DELETE ANY TABLE
Grantee : OC_ADM, Privilege : UPDATE ANY TABLE
Grantee : OC_ADM, Privilege : SELECT ANY TABLE
Grantee : OC_ADM, Privilege : SELECT ANY SEQUENCE
Grantee : OC_ADM, Privilege : INSERT ANY TABLE
Grantee : OC_RPT, Privilege : EXECUTE ANY TYPE
Grantee : OC_RPT, Privilege : INSERT ANY TABLE
Grantee : OC_RPT, Privilege : SELECT ANY TABLE
Grantee : OC_RPT, Privilege : EXECUTE ANY PROCEDURE
Grantee : OC_RPT, Privilege : SELECT ANY SEQUENCE
Grantee : OC_RPT, Privilege : DELETE ANY TABLE
Grantee : OC_RPT, Privilege : UPDATE ANY TABLE
Grantee : SRV_ODI, Privilege : SELECT ANY TABLE
Grantee : WACTION_ROLE, Privilege : SELECT ANY DICTIONARY
Grantee : WACTION_ROLE, Privilege : SELECT ANY TRANSACTION
Grantee : WACTION_ROLE, Privilege : SELECT ANY TABLE
Grantee : OC_UTL, Privilege : INSERT ANY TABLE
Grantee : OC_UTL, Privilege : SELECT ANY TABLE
Grantee : OC_UTL, Privilege : DELETE ANY TABLE
Grantee : OC_UTL, Privilege : EXECUTE ANY PROCEDURE
Grantee : OC_UTL, Privilege : UPDATE AN"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_160_12_No Access To Users Catalog Tables,Fail,"Grantee : WACTION_ROLE , GRANTED_ROLE : EXECUTE_CATALOG_ROLE
Grantee : APPDYNAMICS , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : GDENTV2 , GRANTED_ROLE : EXECUTE_CATALOG_ROLE
Grantee : ODEA_APM_USER , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : PERFSTAT , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : EXECUTE_CATALOG_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : WACTION_USR , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : BEAMER_ROLE , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : OCEAN_READ_ONLY_ROLE , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : DBMAIN , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : SYSMAN , GRANTED_ROLE : SELECT_CATALOG_ROLE"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_170_12_No Access To EXPORT IMPORT Roles,Fail,"Grantee : DBMAINTENANCE , GRANTED_ROLE : EXP_FULL_DATABASE
Grantee : DBMAINTENANCE , GRANTED_ROLE : IMP_FULL_DATABASE
Grantee : DBMAINTENANCE , GRANTED_ROLE : DATAPUMP_IMP_FULL_DATABASE
Grantee : DBMAINTENANCE , GRANTED_ROLE : DATAPUMP_EXP_FULL_DATABASE
Grantee : OC_SYS , GRANTED_ROLE : EXP_FULL_DATABASE"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_240_12_Oracle default tablespace assignment,Fail,SYSMAN  SYSAUX
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_280_12_No Authorization To AUDIT SYSTEM Privilege,Fail,"Grantee : DBMAINTENANCE, Privilege : AUDIT SYSTEM
Grantee : CORDIS_DBA, Privilege : AUDIT SYSTEM"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_290_12_No Authorization To EXEMPT ACCESS POLICY Privilege,Fail,"Grantee : CORDIS_DBA, Privilege : EXEMPT ACCESS POLICY"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_300_12_No Authorization to ALTER SYSTEM Privilege,Fail,"Grantee : DBMAINTENANCE, Privilege : ALTER SYSTEM
Grantee : CORDIS_DBA, Privilege : ALTER SYSTEM
Grantee : DBMAIN, Privilege : ALTER SYSTEM"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_310_12_No Authorization to CREATE ANY LIBRARY Privilege,Fail,"Grantee : DBMAINTENANCE, Privilege : CREATE ANY LIBRARY
Grantee : CORDIS_DBA, Privilege : CREATE ANY LIBRARY"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_320_12_No Authorization to GRANT ANY OBJECT PRIVILEGE,Fail,"Grantee : DBMAINTENANCE, Privilege : GRANT ANY OBJECT PRIVILEGE
Grantee : CORDIS_DBA, Privilege : GRANT ANY OBJECT PRIVILEGE"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_330_12_No Authorization to GRANT ANY ROLE,Fail,"Grantee : DBMAINTENANCE, Privilege : GRANT ANY ROLE
Grantee : CORDIS_DBA, Privilege : GRANT ANY ROLE"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_340_12_No Authorization to GRANT ANY PRIVILEGE,Fail,"Grantee : DBMAINTENANCE, Privilege : GRANT ANY PRIVILEGE
Grantee : CORDIS_DBA, Privilege : GRANT ANY PRIVILEGE"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_370_12_Limit Roles Granted With ADMIN Option,Fail,"Grantee : DBMAINTENANCE , GRANTED_ROLE : DBA
Grantee : DBMAINTENANCE , GRANTED_ROLE : HS_ADMIN_SELECT_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : XDBADMIN
Grantee : DBMAINTENANCE , GRANTED_ROLE : XDB_WEBSERVICES_WITH_PUBLIC
Grantee : DBMAINTENANCE , GRANTED_ROLE : EXP_FULL_DATABASE
Grantee : DBMAINTENANCE , GRANTED_ROLE : IMP_FULL_DATABASE
Grantee : DBMAINTENANCE , GRANTED_ROLE : AQ_USER_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : CONNECT
Grantee : DBMAINTENANCE , GRANTED_ROLE : HS_ADMIN_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : JAVASYSPRIV
Grantee : DBMAINTENANCE , GRANTED_ROLE : JAVADEBUGPRIV
Grantee : DBMAINTENANCE , GRANTED_ROLE : EJBCLIENT
Grantee : DBMAINTENANCE , GRANTED_ROLE : MGMT_USER
Grantee : DBMAINTENANCE , GRANTED_ROLE : ADM_PARALLEL_EXECUTE_TASK
Grantee : DBMAINTENANCE , GRANTED_ROLE : SCHEDULER_ADMIN
Grantee : DBMAINTENANCE , GRANTED_ROLE : XDB_SET_INVOKER
Grantee : DBMAINTENANCE , GRANTED_ROLE : LOGSTDBY_ADMINISTRATOR
Grantee : DBMAINTENANCE , GRANTED_ROLE : DBFS_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : DATAPUMP_IMP_FULL_DATABASE
Grantee : DBMAINTENANCE , GRANTED_ROLE : GATHER_SYSTEM_STATISTICS
Grantee : DBMAINTENANCE , GRANTED_ROLE : AUTHENTICATEDUSER
Grantee : DBMAINTENANCE , GRANTED_ROLE : XDB_WEBSERVICES_OVER_HTTP
Grantee : DBMAINTENANCE , GRANTED_ROLE : RESOURCE
Grantee : DBMAINTENANCE , GRANTED_ROLE : EXECUTE_CATALOG_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : XDB_WEBSERVICES
Grantee : DBMAINTENANCE , GRANTED_ROLE : JAVA_ADMIN
Grantee : DBMAINTENANCE , GRANTED_ROLE : JAVA_DEPLOY
Grantee : DBMAINTENANCE , GRANTED_ROLE : CORDIS_DBA
Grantee : DBMAINTENANCE , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : HS_ADMIN_EXECUTE_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : JAVAIDPRIV
Grantee : DBMAINTENANCE , GRANTED_ROLE : JMXSERVER
Grantee : DBMAINTENANCE , GRANTED_ROLE : AQ_ADMINISTRATOR_ROLE
Grantee : DBMAINTENANCE , GRANTED_ROLE : DATAPUMP_EXP_FULL_DATABASE
Grantee : DBMAINTENANCE , GRANTED_ROLE : RECOVER"
--AA_ORACLE_OCDBODEA,4/12/2026,AA_Oracle_380_12_Limit to Grant System Privileges With ADMIN Option,Fail,"Grantee : DBMAINTENANCE , PRIVILEGE : UNLIMITED TABLESPACE
Grantee : DBMAINTENANCE , PRIVILEGE : SELECT ANY TABLE
Grantee : DBMAINTENANCE , PRIVILEGE : DELETE ANY TABLE
Grantee : DBMAINTENANCE , PRIVILEGE : UPDATE ANY TABLE
Grantee : DBMAINTENANCE , PRIVILEGE : INSERT ANY TABLE"
